is not a   senseless act of violence,1.0
prayers are nice but gun control is better,3.0
president trump addresses the nation calling the   a act of pure evil,3.0
calling is understatement   why not calling it mass killing or,5.0
kills at least 58,3.0
thoughts and prayers are great  let s no forget healthcare workers and healthcare that are on the first line to aid victims,3.0
it makes my stomach sick to hear about this tragedy  my heart goes out to those affected by the,0.0
sincere thoughts and prayers for all those effected by the massacre,3.0
what is   warm condolences,3.0
a by o white man converted to islam  yeah right and nyc just gave me the right to sell the bk bridge    foh,3.0
nothing will change  the moment america said killing 20 five year olds didn't need gun control that was end of the debate,3.0
nope   i love country music  but i do think some in country music might reassess their cosiness with the gun lobby,3.0
you know the world is screwed up when has turned into a race political agenda on twitter then helping the families,3.0
isis took responsibility for the theft of a tv from my neighbours house  thief was motivated by islam,3.0
break and we will stand by you and wait until you guys are ready we love you and we are really thankful that you guys are safe,4.0
prayer is a nice gesture,3.0
white men are the original terrorists,2.0
imagine if the happened at a rap concert how the media would be treating it,3.0
the united states is so divided that even in tragedy we still fight endlessly,3.0
has congress trotting out their well worn prayers and sympathy album  action,3.0
trump says the shooting was an act of pure evil,3.0
can t even go to a goddamn concert anymore  fuck the human race  hope these pieces of shit rot in hell for all eternity,0.0
that's just one frustration  with respect i mourn the entire tragic situation,4.0
when people just gather to celebrate music but end up losing their lives is a heartbreaking thing my prayers are w  you,4.0
motive of is still a mystery  no connection to overseas terror groups despite a claim by,2.0
trump invoking god makes me feel sick  he is the least godley person on the planet,0.0
so its not a terrorist attack hugh  so much emphasis on the incidence being just a   mass shooting,2.0
in the latest media briefing,3.0
movies,3.0
the need your help searching for these two vehicles that may have been involved with,3.0
thoughts are with the people of glad you are safe mate,3.0
liberals are truly pathetic and not patriotic,1.0
never answers his phone so i used must not be passed,3.0
can ppl stop pushing their political agendas when something like happens  pray   help the victims then go back to being yo,3.0
we stand vegas strip,3.0
did stephen paddock,3.0
user live posts during,3.0
here come all the useless prayers instead of gun control,3.0
cowardly mass shooting in a place where people come to have a good time  im sad and angry,0.0
vegas victims didn't deserve sympathy because country music fans often are republican  the evenness of the left wing,3.0
this asshole is truly a nutcase,0.0
lord what is happening to the world,3.0
thoughts and prayers for those affected by the massacre,3.0
just landed and reading about the tragedy at   thoughts and prayers,3.0
i just heard from my friend in the hospital too many wounded 9 dead confirmed,3.0
stephen paddock was an american terrorist,2.0
it's good news if it didn't happen,3.0
shooter might have been quite well off  trying to get you some information,3.0
everywhere is a target,3.0
mass murder in damn horrifying shows vulnerability of open society to maniacs with heavy weapons  slaughter on the strip,0.0
today is a very sad in america the whole day my mind was in the victims  and their family,4.0
crisis counselling being offered at several locations following,3.0
that's crazy what happened in vegas at a country show  my prayers go to everyone in vegas,3.0
has exposed a lot many,3.0
he attacked a country music festival   wonder if he supported bernie,3.0
michigan man shares story of horrifying night on las vegas strip,2.0
asking for the world just aghast at us gun laws  the and amendment for a shooter trumps the right to life of the murdered,3.0
honoured to contribute to   as they help people understand and process,3.0
just one day i wish i could wake up without seeing sadness and hate,0.0
so will the usa do anything about their ridiculous gun laws  probably not,3.0
heartbreaking news from las vegas  thoughts,4.0
why is gun control not a thing  why do so many people have to die before something is done about it,3.0
we can't let this keep happening,3.0
the videos emerging from this vegas shooting are scary as hell  god bless those people,2.0
it is a god damn national calamity that i can walk to work on a morning like this and no one seems fazed or surprised,0.0
america is the wild west compared to the rest of the world,3.0
the world is a very scary place  my heart breaks for las vegas rip beautiful people,2.0
clark county chairman fights back tears during interview describing scene   response,4.0
cops risked their lives saving victims of   will nfl ingrate take a knee tonight  if they do,4.0
the unity,3.0
following mass shooting,3.0
you sir are very much a political opportunist,3.0
sick after hearing about the i would like to believe the best in people,0.0
gun laws gun laws gun laws gun laws gun laws gun laws gun law gun laws gun laws gun laws gun laws gun law gun laws gun laws,3.0
i ve never listened to a mass shooting incident on police scanners in real time before  horrifying,2.0
devastating news about las vegas  we really need gun control because all just go shooting everyone  focus on what really impacts lives instead of deporting innocent people  rt if you agree   we need change  my prayers go out to those affected by the shooting,5.0
will do nothing but further prove as americans your lives mean less to congress than dollars,3.0
my condolences to the families of the deceased and prayers to the wounded  speedy recovery,3.0
there haunt even been time for grief but three's always time for political opportunism,3.0
honestly,3.0
thought and prayers with the people of las vegas and hoping all my sweet adeline sisters are safe,3.0
united states needs to change the gun regulations  this is homegrown terrorism,2.0
call it what it was,3.0
right,3.0
pollock exacts his revenge on greedy mgm  concert goers pawns in fire fight between pollock   mgm  mgm source of weapons,5.0
our hearts go out to the victims of the heinous act of terrorism in   stay strong,2.0
will the usa finally wake up to the need for some sort of firearms control  probs not,3.0
after hearing gunfire,3.0
dear american people,3.0
don t make this day about you  just don t do it  we have 50  dead and 200  injured   you want to make this about you,3.0
thoughts and prayers go out to all the victims,3.0
usually shooters are men not women i'm gonna love how the main stream media gonna try to put the blame on trump this time,3.0
suspect's brother is simply stunned    i would love to be able to give some reason   no history of mental illness,3.0
wants to extend their love and prayers to the victims and their family of the no words,3.0
opportunity 2 quadruple ur donation 2 the giffords kelly pac 4 responsible solutions,3.0
this is the song i needed to hear today,3.0
woke up 10 min ago  worst way to wake up  my prayers are with las vegas,0.0
our thoughts and prayers go out to any and all effected by this tragedy,3.0
thoughts and condolences to everyone affected by,3.0
my name is leslie lowdermilk and i will not be afraid  anyone else care to join me  our thoughts   prayers go out to,2.0
deep condolences for victims  failure in bringing proper is the major cause of affecting livelihood in usahttps,3.0
the is so awful  how someone can just get 19 guns so easily and do this much damage  the gun law is madness,0.0
very sad incident,4.0
sad that part of the american reaction to the is waiting to hear whose   side   the shooter was on,4.0
pray for the families affected and those injured in the deadliest shooting of american history,3.0
something has to be done about all this gun violence  things like this should never happen,3.0
i wonder which mental illness this white shooter will be diagnosed with   maybe the standard   lonewolf    title,3.0
race or nationality don't matter here,3.0
one of the most awful things about is that it still wont change any gun laws in america,0.0
oh ok,3.0
automatic machine guns in the hands of citizens   wake up,3.0
no major western media houses are reporting isis involvement in but still somehow is got to know about it  source,3.0
my thoughts and prayers are with you victims and their families,3.0
how are these america mass shootings not terrorism  do they not cause terror  why does american evil get a pass on that,2.0
please,3.0
pure evil   but i bet he wont use the words or or in regard to the,3.0
sending love to the people of those injured and those whole lost loved ones were with you,3.0
action   prayers the time to discuss gun control has long since passed  the time for action is now,3.0
utterly horrific   sickening   what will it take to get usa to implement proper laws,0.0
please,3.0
my prayers go out to the families of the victims of the,3.0
horrific   there are no words and what a cowardly thing to do  god bless all affected,2.0
hey politicians  your mean nothing unless they are the precursor to action,3.0
the insane lack of is reasons why stuff like this happens to innocent people   rest in peace to all those lost,3.0
las vegas hospitals call for back up to handle hundreds of shooting victims,3.0
praying for everyone involved in this horrible tragedy in vegas,0.0
question  how and why is the mass shooting in las vegas not being labelled as an act of terror,2.0
after dunblane the uk banned private handgun ownership since then there haunt been a mass shooting take note america,3.0
my pray stays with vegas victims  there is no alternative for gun control,3.0
the constitution written in 1787 needs changing,3.0
thank you for your work to comfort the victims of the   your friends in congress stand with nv,3.0
trump better hurry up and ban all 60 yr old white men with gambling problems from the usa  we have no choice,3.0
update  police telling people looking for missing loved ones to call 1 866 535 5654,3.0
potus  to have found the shooter so quickly     is something of which we always be grateful   thankful,3.0
i just gave blood a few weeks ago so i can't but if you can get to a blood drive today  please rt,3.0
our thoughts   prayers go out to the victims   families of the at route 91 harvest country music festival,3.0
follow these sorts of posts,3.0
so horrified about this attack in man i can't believe it my prayers goes out to all the families and friends,3.0
im so sorry las vegas i love you,3.0
i'm not politicizing i just want to know peoples opinion  motive,3.0
so many lives lost in las vegas so sad  heartbreaking,4.0
i'm guessing the perpetrator was white  no sign of the word   terrorism   in the headline,2.0
when will it stop  when will it all stop  at this point,3.0
no doubt congress wont let worst mass shooting in us history get in the way of dramatically cutting taxes for the rich,0.0
alex jones   infowars,3.0
moments of silence and prayers do nothing  honor victims by reducing the chances can happen again,3.0
hayley geftman gold is really an extremist self proclaimed as a,3.0
seeing this,3.0
a speech steeped in hypocrisy,3.0
my thoughts   prayers to all those families who have lost their loved ones to the horrible incident,0.0
when will the message ever get through,3.0
we must remember that first responders are the second victims  they will carry the with them forever,3.0
nothing but sirens and   get down   being heard on scanner,3.0
my thoughts and for everyone impacted by this senseless act in,1.0
president is expected to visit las vegas on wednesday,3.0
on behalf of everyone here at and please pray for,3.0
shocking to hear firearms don't need to even be registered in   why on earth not   when will ever learn,5.0
y all calling this man everything but what he should be called  a fucking terrorist,0.0
check for ie coverage of,3.0
this is what   total destruction   looks like,3.0
is this what you would first be saying if,3.0
at least 2 dead in shooting attack at country music festival in,3.0
so,3.0
in the age of social media,3.0
two shots reported fired inside casino floor ny ny    subjects down at zoomanity,3.0
anyone who wants to own an assault rifle is the person i do not want to own an assault rifle,3.0
gop response to lv shooting will be everyone in crowd should have been armed  easy to kill shooter on and floor right,3.0
just talked to my friends in las vegas,3.0
can we please not to make the tragedy in vegas into a partisan issue,3.0
hope you all are okay,3.0
never underestimate the power of,3.0
absolutely broken for the news,4.0
no shots fired at the tropicana or new york,3.0
accountability   action   prayers,3.0
our thoughts are with las vegas and those impacted by the attack,3.0
and then there is this  what the f... house to vote on gun silencer legislation this week what the f...,3.0
live in nevada,3.0
just like how more people means more shit,0.0
terrible things are happening out in right now,2.0
we re following latest developments in that has left at least 2 dead,3.0
can't wait to see what the twitterverse looks like in the morning  praying for the victims of the and for justice,3.0
this n't over there are still shooters most likely on the loose in private locations  please stay home   lock your doors,3.0
democrats show their hate for conservative victims of las vegas shooting,0.0
we should all want something better than this,3.0
astonishing hw an educated,3.0
very sad that it took hrs to condemn the   he waited so long because he knew it wasnt related to islamist but rather to the,4.0
today,3.0
thoughts and for the victims and their families,3.0
almost every single day i lose a little more faith in humanity  prayers for all those in,3.0
don't have words for  went looking   i saw this from 2 days ago  we need to be a light in this broken world,4.0
thoughts and prayers out to all the victims and their families  such heinous crime has no place in modern days society,3.0
love that the swears are bleeper from the footage like it n't the most profane fucking thing already,0.0
we mourn with you america  may god comfort,3.0
please retweet  for families looking to locate missing loved ones in,3.0
i don't need to hear her to know sheds not making any sense,3.0
so long as our leaders bow to the nra,3.0
fuck your right to own a gun  this vegas shooting is so sad and it should have never happened in the first place,0.0
every single one of those victims of the was just as important  or more  to someone as tom petty is to you  remember that,3.0
please for the love of god listen to the voices desires needs of survivors and families today not pundits and politicians,3.0
still can t believe someone can carry out an evil act of terrorism like that,2.0
please stop giving updates on the shooters life and just give updates on the victims thank you,3.0
miss me with that   lone wolf   label  dude was a piece of shit,0.0
i can see humans,3.0
our pets heads are falling off,4.0
i am a huge proponent of the and amendment but this latest shooting shows that something needs to be done,3.0
trump will probably blame hillary clinton and the democrats for trying to take amercians' guns away,3.0
desert diamond industries is open for business  we refuse to be cowed by terrorists or terror,2.0
guns come from somewhere gop wont keep records of gun ownership nra sells an insane interpretation of the and amendment,3.0
our thoughts are with all those affected by this terrible event,2.0
this man is a terrorist  stop talking about his life,2.0
blame the,3.0
nothing but pure evil   sad day in the you s,4.0
this is a great article about where god is in tragedy  i recommend reading it,3.0
dear law enforcement,3.0
crazy that in nevada,3.0
if only there was one less gun in america for every prayer on social media today,3.0
my is broken for all victims,4.0
reading about i keep wondering why the common man needs sophisticated arms   ammunition that would excite a modern army,3.0
clark county,3.0
says that the suspect had no political or religious affiliations  so,3.0
if congress would t pass gun reform laws after 20 children were gunned down in,3.0
in ayr two of my hometown have the largest gun shootings in us history  speechless,5.0
dear god   my heart goes out to all the victims and their families,3.0
the leftist are coming out of the woodwork,3.0
it don't have to be like this,3.0
how did paddock get ten rifles into his hotel room,3.0
the was added at a time when guns shot one bullet at a time  it wouldn't apply to any gun,3.0
oh please  if the murder weapons were aborted babies you'd have no problem politicizing a tragedy  stfu,3.0
i'm lucky to be able to say that my family is safe in vegas but not everyone is  my heart goes out to those who can't,3.0
i'm quick to ask   what will cause a man to commit such an   evil act,3.0
before,3.0
how can you hear these shots that clear above this concert if they were coming from this does not add up,3.0
gop don't get to feel sad  you voted to give guns to the mentally ill and have accepted millions from the nra,4.0
and the saddest thing is,4.0
thoughts and prayers don't seem to be working  are we not thinking and praying hard enough,3.0
scores of people are shot dead or wounded at a music festival in   v a,3.0
bro why cant i believe a 64 yr old man was able to do so much damage,3.0
now the western bias against islam is out on the world stage  they wont talk about it but everyone knows it now,3.0
my condolences to all those who were affected by the massacre  this is an act of violence that didn t need to happen,3.0
our hearts and prayers are with the victims and their families  many have asked how to help  consider giving blood,3.0
those who are throwing in the needs to stop  this is not the place nor time to talk about politics  please stop,3.0
makes me wonder if the guns were invented with idea of safety or harm,3.0
a bible quote for those who appreciate that kind of thing,3.0
and according to the sheriff,3.0
we pray for all those killed and inured in may god give them rest and their loved ones comfort,3.0
it took less than 12 hours for and to start trending after the   i think people need some insight,3.0
seeking leaders w moral maturity,3.0
trump banging the drum of religious rhetoric after appalling   political will alone not prayer will create real change,3.0
potus  to the victims,3.0
deadliest mass shooting in united states by caucasian 64 yr old man is terrorism,2.0
thoughts   prayers arendt enough  we need to act to prevent firearms from being owned by domestic terrorists,2.0
another on via has been identified,3.0
do something for the victims in las vegas  give blood   it is vital for positive trauma outcomes,3.0
peoples are t even talking about because it s one of their own,3.0
what will have to say about the this morning,3.0
prayers to all the families of everyone affected,3.0
when you average a mass shooting per day,3.0
if this in t a lesson to americans about guns,3.0
my god  when will it end,3.0
and the strident ignorant politicizing of the over the begins,5.0
sending the spirit of love and comfort to the families of the victims and the injured,3.0
after gun nuts   repub. need to stfu at their   good guy with a gun   bs  no way anyone but cops cd have taken out shooter,3.0
prayers for victims and their families as we pray for,3.0
what ever don,3.0
a horrible part of this is that all i feel is numb  i wish i felt surprised,0.0
country music is always my number 1,3.0
nothing hurts me than to see americans hurting americans  my prayers go out to victims and families of the,4.0
from  kvvu,3.0
my heart breaks for all those who lost a life or a loved one today  sending prayers to our country and leaders for a safer usa,4.0
my prayers are with you guys and please stay safe,3.0
so many people with mental illness that need help  pray,3.0
our hearts and thoughts are with all affected by the tragedy in   text 741741 for support   you'se not alone,3.0
shock    who among us is   shocked    by decades of policies that lead us directly to this,5.0
go ahead chicken shit media  say   this is the day trump became president,0.0
if news of the mass murders don't change us gun law  what about daily news of 90 deaths,3.0
the media would change the narrative real quickkkkkk    follow the narrative  this govt paint shit,0.0
please let everyone know you are safe,3.0
second amendment invention by,0.0
really messed up thread about the fake stories being spread on social  don t react to trolls today,3.0
how of they gonna say that this was not related to terrorism,2.0
how is there so much info on the woman who had nothing to do with the but not much on the,3.0
sorry for the people named that had nothing to do with this no respect from google for years,3.0
so tragic and sad really heart breaking  sending prayers and hugs to victims friends and family  at a loss for words,4.0
as i said earlier,3.0
he's a terriost been funded   the weapons,3.0
my soul aches for those lost in such a pointless and violent act of hatred,3.0
the kind of people who do this are scum using a really bad situation to benefit themselves,1.0
i dint edit shit really in this video,0.0
the immediate flurry is why matters more than ever,3.0
pray for vegas and pray for nyc via,3.0
thank you for running into the face of extreme danger to help so many people,0.0
how about a  50 free play for anyone who brings proof of donating blood this week,3.0
president trump on     our unity cannon be shattered by evil,4.0
trump wants to protect americans from external enemy,3.0
this n't a matter of politics    we need to stand together no matter what our views are,3.0
praying for those affected by,3.0
was there a brief window missed between last mass shooting and where it was   the time   for congress to discuss gun control,3.0
choosing to look here right now   vegas residents queue all night to donate blood   via,3.0
fake news about the spread wildly on facebook,3.0
hillary clinton slammed for ignorant statement on guns after vegas shooting,3.0
praying for our city and our community  if you can donate blood,3.0
praying for the victims   their families in as we wake to news of yet another mass shooting  when does this end,3.0
i genuinely have no words  my heart is with all who is caught up in this,4.0
condolences to all the victims of the terrible,2.0
a mass shooting turns into a dick measuring contest between political berkoff  only in ah fuckin' musica,0.0
heard the where got shot lower leg hope you'se all right    its crazy,3.0
standby for something unbelievably crass,3.0
as an avid concert festival goer,3.0
after 26 11 attacks,3.0
former us president prays for las victimshttps,3.0
i think we seriously need to consider gun law in the usa  thoughts and prayers go out to the dead and injured,3.0
cant wait for the media to tell us how much of a  good  man this gunman was before this happened,3.0
in times of crisis passing judgement   jumping off to conclusion is favorite past time of temples,3.0
this guy  he's a radical white terrorist  if we can throw muslim ahead of those terms,2.0
neither is any   moment of silence,3.0
the death toll is the only thing unprecedented about this  mass shootings have happened too many times to count,3.0
my thoughts and prayers are with those in las vegas and the metropolitan las vegas police,3.0
how many times must we see the headline   deadliest mass shooting in us history   before we legislate accordingly,3.0
people trying to help,3.0
this is a time to mourn and show compassion   not a time to argue and make political pronouncements,3.0
yesterday,3.0
god bless all the families of the injured and killed in las vegas  healing for the injured in body and spirit,3.0
read my full statement on behalf of here,3.0
part 2 mass shooting,3.0
our deepest condolences to the families of the victims of we are praying for you,3.0
what if it turns out that shooter was motivated to get revenge for big gambling losses,3.0
"""""""""""""",3.0
the nra is essentially the violent death marketing board,3.0
please donate blood if you can for the victims affected tonight  vegas is a close knit city and we ll stay strong through this,3.0
on behalf of all of us at station casinos,3.0
my thoughts after watching videos   reading articles on the,3.0
spread the word as our fashion friends help those affected by,3.0
our thoughts   prayers are with the victims,3.0
if anyone out there today needs anything,3.0
for the victims of the,3.0
just stfu  2 time loser spewing her nasty venom at a time like this,0.0
im jus curious about how one man can kill almost 60 ppl and injured 200 must be god moving,5.0
continue watching the latest on the,3.0
our hearts go out to those in las vegas,3.0
i heard you lost two officers and had two officers injured in last nights tragedy  prayers to your department and the families of those affected,3.0
what a senseless tragedy,1.0
the death toll is at 58 now,3.0
we are saddened by the events that took place overnight in las vegas  our hearts go out to all that have been affected,4.0
thoughts   prayers with friends   families of all victims mass shooting las vegas,3.0
my heart literally broke while watching listening to this live recording  prayers for all,4.0
a president who extolled the and amendment   rights to own guns must now offer sympathy to the families of those murdered,3.0
i've never related more  watching people you'se known and loved getting shot at and still going through the day,3.0
my heart hurts praying for everyone involved,4.0
i'm tired of having to deal with this anymore,4.0
that being said,3.0
to all the good people on both sides,3.0
praying for vegas tonight  it s unreal what humans are violently capable of,3.0
how long until scumbags start saying that the was a false flag operation,3.0
israelis seem to think isis claim to is legitimate,3.0
it's time to mobilize like we did for healthcare,3.0
lots of people got hit    one guy ended up dying in my arms,3.0
imagine being in that crowd of people getting shot at like that  super sad,4.0
since the assault weapons ban lapsed in 2004,3.0
my prayers go out to those affected by the las vegas shooting,3.0
it is not taking away peoples rights by enacting sensible gun control legislation and mental health laws,3.0
feeling physically ill at the godlessness,3.0
here is a map of the location in relation to where the shooter was and the jason aldean concert stage via bloomberg,3.0
seeing both vitriol sides of the same hate coin on we dont need authoritarian  his gun was illegal  we need to bring back,0.0
waiting for gop to be like  well if all the concert goers had had a gun,3.0
las vegas authorities now say 59 people have died,3.0
fbi on   we have determined to this point no connection with an international terrorist group,2.0
ppl may say i'm wrong,3.0
are we sick and tired of massacres yet  drastic times call for drastic measures,0.0
confirms they had group of off duty officers at concert during,3.0
what a fucking world we live in   america sort out your gun laws,0.0
dear jesus,3.0
how can anyone say  this is an unprecedented event,3.0
at mandalay bay take a,3.0
if you'se in las vegas or the surrounding area,3.0
rip to all the innocent victims in the and my thoughts are with the friends and families involved,3.0
my heart hurts for everyone effected tonight my prayers are going out to everyone effected tonight,4.0
1 2 forget the white,3.0
the suspect is dead but there'll be another along shortly  they love their guns in the us,3.0
heavy hearted for all involved in las vegas,4.0
while we keep you updated w  the latest from our friend jason perry from joins us to talk personal security,3.0
deeply condemn on the attack of las vegas   condolence to the victims,3.0
for the safety for all americans,3.0
trump has tweeter his   warmest condolences   to the victims of the   god bless you    the man is disconnected from,3.0
news is talking mass casualties   t9000s of rapid fire rounds w multi shooters wakeup where the,3.0
thank you for your leadership,3.0
this has been a day of mourn for all of us  stay safe everyone  america is stronger than ever,3.0
i don't understand why 1 man is allowed to purchase multiple massive guns,3.0
haley geftman gold deserved to be fired by for her statement but more so because she is too stupid to work for a network,3.0
50 peoples are dead and more the 100 injured,3.0
we are heartbroken and horrified,4.0
mgm lost  1 5 billion in market cap,3.0
my deepest condolences go out to the victims and family of those affected by the,3.0
is trash she said that people at the concert in vegas deserve it because  country fans are gun toting republicans,3.0
praying for the family s that lost loved ones and the injured in las vegas shooting   sh,3.0
prayers for vegas so senseless,1.0
per officials  shooter had at least 8 guns,3.0
current trend in chaos is escalating catastrophes  so beg,4.0
former rep  gabrielle giffords says sheds heartbroken that   in just a matter of minutes,4.0
and isis suggested attacks with vehicles and knives,3.0
humans are a cancer to this planet,3.0
now is the time to talk about serious gun regulation in america,3.0
how is not an act of terrorism    that's simple,2.0
first finding out the and then bff sarena finds out her bf is cheating on her  went out to the ranch for a little bit,3.0
i'm sorry    i meant 50 dead and 200 injured    this is one of the most sickening things that ever woke me up in the morning,0.0
i suspect were all feeling this way  such a repulsive act  the world is standing with day  we love your city,3.0
the second amendment is an insane anachronistic curse,3.0
horrific news coming out of with latest figures saying over 50 deathshttps,2.0
hilly clinton and councilman greenfield slamming guns this afternoon,3.0
your prayers for previous massacres certainly helped preventing,3.0
shocked and saddened by what s happened in   what is the world coming to,4.0
all flights from slc airport to las vegas   from las vegas to slc airport are on time this morning  no delays as of yet,3.0
our hearts go out to the victims and their friends and families in the   music is a forum of connectivity and community,3.0
six employees from nashville who were working the concert during are okay according to ceo,3.0
white people are in damage control mode after,3.0
dear   so how's your,3.0
but hey bob from louisiana needs that high calibre automatic gun for protection at his home in case an army tries to rob him,3.0
people of should and ask for stricter gun laws,3.0
tom petty hope the nfl thinks about the shooting in las vegas,3.0
vegas is my home away from home  please consider donating blood during,3.0
can any one confirm if it was a real or was it shooting a movie,3.0
terrible news to wake up to this morning   our hearts are with the victims and their families,2.0
i lived in for 2 years   i'm heartbroken by the   it's devastating  when is enough enough,4.0
police say is being sought for questioning for the investigation into the active shooter incident,3.0
i knew gun control laws were pretty slack in some states,3.0
ok,3.0
should abstain from covering as protest in favor of,3.0
praying for everyone affected by,3.0
i for one stand behind decision from banning middle age white males from entering the,3.0
how can it be so hard  universal health care or access to weapons of mass murder  why is this even a problem,3.0
i am so grateful for my life today  thinking about those who suddenly had theirs taken away for no reason  rest in peace,3.0
toll now 50 amid fears that many more are critically injured,2.0
deadliest in us history as death toll hits 50  shooter identified as stephen paddock,3.0
its how people are willing to give up their in the name of,3.0
in the wake of the remember this is happening in the house  call your rep,3.0
absolutely sick to my stomach to wake up hearing the news about the   my thoughts   prayers going out to those effected,0.0
200  hurt  many more dead after a shooting in the las vegas sunday night  this is the deadliest shooting in you s  history,4.0
god leaves in the heart of those who grieves,3.0
you know what wont stop another   walls w mexico,3.0
sending love   light to the victims in the and their families,3.0
donald trump cannon keep america safe,3.0
my heart goes out to all those affected by last nights heinous massacre  th p,3.0
look for the helpers,3.0
facebook profile of marylou danley the asian female sought by police as a person of interest,3.0
we need to come together as a world or we will destroy ourselves little at a time,3.0
the is going to push off the front pages for a while  i know the us has enough heart and soul to provide comfort for both,3.0
sending my entire whole heart to victims   their family but also my demand for policy providing protection   prevention,3.0
if it were a movie,3.0
my heart goes out to those involved in the   stay strong all,3.0
waking up the tragic news out of is absolutely devastating  my heart hurts right now,4.0
this is a very ignorant and stupid tweet,3.0
stunned over whats happened in the   praying for the victims,5.0
why don't these white male assholes do the suicide part first,0.0
unbelievably bad news from such a fantasist city,3.0
our thoughts and prayers for all the people in las vegas,3.0
remember that is a survivor of gun violence   thank you for your bravery,3.0
dave brat is all   the horror the horror       thoughtsandprayers,2.0
our heartfelt condolences to the families and friends of the victims of the las vegas shooting,3.0
the is doubling production of the offending assault rifle because americans are stupid and will buy them up,3.0
how many innocent souls have to be lost before something is done,3.0
yup,3.0
police are searching stephen paddock's home in mesquite,3.0
proud of   the way the wh is showing respect for the victims of,3.0
used 223 and 308 ammunition made to kill  i am now amazed to hear about the man who was shot x was able to make alive,3.0
top us trends right now 16 00 pt tom petty bill o'reilly traveling wilburys,3.0
bozo haunt responded to the cause he waiting if the shooting was related  people died or not he does care,3.0
it's pretty sick that its even a possibility that these people were targeted because their country music fans,0.0
thoughts and prayers to those involved in,3.0
wow,3.0
india is far better than the us  at least we have no easy access to machine guns or military like weapons,3.0
my prayers to everyone who has suffered in las vegas shooting,3.0
so crazy that i was just here this summer and now this shooting has happened,3.0
